SUM(OrderQty),Name,ProductID,OrderDate
2,"Long-Sleeve Logo Jersey, S",713,"2014-02-15 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-02-18 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-02-19 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-02-20 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-03-07 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-03-20 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-03-22 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-03-23 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-03-31 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-01 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-07 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-10 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-12 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-13 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-04-27 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-02 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-05 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-06 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-09 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-11 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-15 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-19 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-25 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-05-28 00:00:00"
2,"Long-Sleeve Logo Jersey, S",713,"2014-06-23 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-07-16 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-07-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-07-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-08-03 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-08-12 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-08-13 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-08-15 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-08-29 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-06 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-10 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-12 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-09-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-01 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-05 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-08 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-09 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-14 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-17 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-10-27 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-03 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-05 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-17 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-19 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-21 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-22 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-23 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-11-29 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-12-06 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-12-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-12-21 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2013-12-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-10 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-19 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-22 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-26 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-01-30 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-03 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-06 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-10 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-14 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-02-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-05 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-06 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-07 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-12 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-14 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-15 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-17 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-03-29 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-02 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-03 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-13 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-15 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-17 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-20 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-21 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-22 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-24 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-26 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-04-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-08 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-10 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-16 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-21 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-05-28 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-06-07 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-06-18 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-06-21 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-06-25 00:00:00"
2,"Long-Sleeve Logo Jersey, M",714,"2014-06-29 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-06-11 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-07-07 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-07-18 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-07-23 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-01 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-02 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-13 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-18 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-19 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-20 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-22 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-27 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-08-31 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-03 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-05 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-06 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-09 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-19 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-09-25 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-04 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-06 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-07 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-13 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-17 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-10-26 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-11-03 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-11-10 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-11-12 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-11-17 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-11-29 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-04 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-06 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-14 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-19 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-24 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2013-12-27 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-01-05 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-01-12 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-01-20 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-01-21 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-01-28 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-02-01 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-02-05 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-02-11 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-02-24 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-02-27 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-03 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-08 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-12 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-14 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-17 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-22 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-03-25 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-02 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-06 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-08 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-09 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-18 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-22 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-24 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-25 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-04-26 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-07 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-08 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-18 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-22 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-24 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-05-26 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-06-16 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-06-18 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-06-20 00:00:00"
2,"Long-Sleeve Logo Jersey, L",715,"2014-06-30 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-05 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-07 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-08 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-10 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-13 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-07-30 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-06 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-15 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-19 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-20 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-25 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-27 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-08-31 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-09-02 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-09-12 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-09-16 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-09-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-09-24 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-05 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-08 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-11 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-13 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-28 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-10-31 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-09 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-15 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-16 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-24 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-11-29 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-01 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-03 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-05 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-10 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-13 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-16 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2013-12-27 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-06 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-10 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-19 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-20 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-01-30 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-01 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-02 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-03 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-10 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-13 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-22 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-02-27 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-14 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-17 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-19 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-27 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-03-29 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-03 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-07 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-09 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-14 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-15 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-18 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-25 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-04-26 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-05-13 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-05-18 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-05-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-05-28 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-05-30 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-01 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-02 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-04 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-07 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-21 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-25 00:00:00"
2,"Long-Sleeve Logo Jersey, XL",716,"2014-06-27 00:00:00"
2,"HL Road Frame - Red, 44",718,"2011-10-01 00:00:00"
2,"LL Road Frame - Red, 60",729,"2013-06-30 00:00:00"
2,"LL Road Frame - Black, 44",736,"2012-04-30 00:00:00"
2,"LL Road Frame - Black, 44",736,"2014-03-01 00:00:00"
2,"HL Mountain Frame - Silver, 42",739,"2012-04-30 00:00:00"
2,"HL Mountain Frame - Silver, 42",739,"2013-08-30 00:00:00"
2,"HL Mountain Frame - Silver, 48",741,"2011-05-31 00:00:00"
2,"HL Mountain Frame - Black, 44",744,"2012-03-30 00:00:00"
2,"HL Mountain Frame - Black, 48",745,"2011-08-31 00:00:00"
2,"HL Mountain Frame - Black, 48",745,"2012-02-29 00:00:00"
2,"HL Mountain Frame - Silver, 38",748,"2011-05-31 00:00:00"
2,"HL Mountain Frame - Silver, 38",748,"2011-12-01 00:00:00"
2,"Road-150 Red, 62",749,"2011-07-15 00:00:00"
2,"Road-150 Red, 62",749,"2011-07-18 00:00:00"
2,"Road-150 Red, 62",749,"2011-07-19 00:00:00"
2,"Road-150 Red, 62",749,"2011-07-20 00:00:00"
2,"Road-150 Red, 62",749,"2011-07-21 00:00:00"
2,"Road-150 Red, 62",749,"2011-08-10 00:00:00"
2,"Road-150 Red, 62",749,"2011-08-18 00:00:00"
2,"Road-150 Red, 62",749,"2011-08-22 00:00:00"
2,"Road-150 Red, 62",749,"2011-08-27 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-07 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-08 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-09 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-11 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-17 00:00:00"
2,"Road-150 Red, 62",749,"2011-09-22 00:00:00"
2,"Road-150 Red, 62",749,"2011-10-05 00:00:00"
2,"Road-150 Red, 62",749,"2011-10-06 00:00:00"
2,"Road-150 Red, 62",749,"2011-10-16 00:00:00"
2,"Road-150 Red, 62",749,"2011-10-18 00:00:00"
2,"Road-150 Red, 62",749,"2011-10-20 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-12 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-14 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-15 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-18 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-20 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-27 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-28 00:00:00"
2,"Road-150 Red, 62",749,"2011-11-30 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-03 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-11 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-14 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-18 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-19 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-29 00:00:00"
2,"Road-150 Red, 62",749,"2011-12-30 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-10 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-13 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-14 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-15 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-19 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-22 00:00:00"
2,"Road-150 Red, 62",749,"2012-01-24 00:00:00"
2,"Road-150 Red, 62",749,"2012-02-02 00:00:00"
2,"Road-150 Red, 62",749,"2012-02-16 00:00:00"
2,"Road-150 Red, 62",749,"2012-02-18 00:00:00"
2,"Road-150 Red, 62",749,"2012-02-21 00:00:00"
2,"Road-150 Red, 62",749,"2012-02-26 00:00:00"
2,"Road-150 Red, 62",749,"2012-03-02 00:00:00"
2,"Road-150 Red, 62",749,"2012-03-09 00:00:00"
2,"Road-150 Red, 62",749,"2012-03-19 00:00:00"
2,"Road-150 Red, 62",749,"2012-03-25 00:00:00"
2,"Road-150 Red, 62",749,"2012-04-07 00:00:00"
2,"Road-150 Red, 62",749,"2012-04-11 00:00:00"
2,"Road-150 Red, 62",749,"2012-04-19 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-01 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-09 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-11 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-18 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-20 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-21 00:00:00"
2,"Road-150 Red, 62",749,"2012-05-23 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-04 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-05 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-07 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-13 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-21 00:00:00"
2,"Road-150 Red, 44",750,"2011-06-23 00:00:00"
2,"Road-150 Red, 44",750,"2011-07-07 00:00:00"
2,"Road-150 Red, 44",750,"2011-07-21 00:00:00"
2,"Road-150 Red, 44",750,"2011-08-02 00:00:00"
2,"Road-150 Red, 44",750,"2011-08-05 00:00:00"
2,"Road-150 Red, 44",750,"2011-08-19 00:00:00"
2,"Road-150 Red, 44",750,"2011-08-23 00:00:00"
2,"Road-150 Red, 44",750,"2011-09-04 00:00:00"
2,"Road-150 Red, 44",750,"2011-09-07 00:00:00"
2,"Road-150 Red, 44",750,"2011-09-08 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-04 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-07 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-18 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-22 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-24 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-25 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-29 00:00:00"
2,"Road-150 Red, 44",750,"2011-11-30 00:00:00"
2,"Road-150 Red, 44",750,"2011-12-07 00:00:00"
2,"Road-150 Red, 44",750,"2011-12-12 00:00:00"
2,"Road-150 Red, 44",750,"2011-12-22 00:00:00"
2,"Road-150 Red, 44",750,"2011-12-28 00:00:00"
2,"Road-150 Red, 44",750,"2012-01-26 00:00:00"
2,"Road-150 Red, 44",750,"2012-01-30 00:00:00"
2,"Road-150 Red, 44",750,"2012-02-01 00:00:00"
2,"Road-150 Red, 44",750,"2012-02-23 00:00:00"
2,"Road-150 Red, 44",750,"2012-03-03 00:00:00"
2,"Road-150 Red, 44",750,"2012-03-13 00:00:00"
2,"Road-150 Red, 44",750,"2012-03-14 00:00:00"
2,"Road-150 Red, 44",750,"2012-03-22 00:00:00"
2,"Road-150 Red, 44",750,"2012-03-28 00:00:00"
2,"Road-150 Red, 44",750,"2012-04-02 00:00:00"
2,"Road-150 Red, 44",750,"2012-04-07 00:00:00"
2,"Road-150 Red, 44",750,"2012-04-16 00:00:00"
2,"Road-150 Red, 44",750,"2012-04-21 00:00:00"
2,"Road-150 Red, 44",750,"2012-04-23 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-01 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-05 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-18 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-20 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-24 00:00:00"
2,"Road-150 Red, 44",750,"2012-05-26 00:00:00"
2,"Road-150 Red, 48",751,"2011-06-02 00:00:00"
2,"Road-150 Red, 48",751,"2011-06-10 00:00:00"
2,"Road-150 Red, 48",751,"2011-06-26 00:00:00"
2,"Road-150 Red, 48",751,"2011-07-05 00:00:00"
2,"Road-150 Red, 48",751,"2011-07-10 00:00:00"
2,"Road-150 Red, 48",751,"2011-07-20 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-03 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-09 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-14 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-16 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-21 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-22 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-23 00:00:00"
2,"Road-150 Red, 48",751,"2011-08-26 00:00:00"
2,"Road-150 Red, 48",751,"2011-09-13 00:00:00"
2,"Road-150 Red, 48",751,"2011-09-21 00:00:00"
